maj_foreign,maj_race,pct_unemp_labor,pct_hs_grad,med_ageE
FALSE,nh_black,0.035059619149314825,0.04609361096280477,42.7
FALSE,hs_latino,0.031193490054249547,0.09719710669077758,38.7
FALSE,hs_latino,0.023518344308560677,0.10643730681360032,36.7
FALSE,hs_latino,0.0196533203125,0.1129150390625,38.8
FALSE,hs_latino,0.03693065244152647,0.10053344275748871,40
FALSE,no_majority,0.02859433458043827,0.0951362907536077,41.7
FALSE,no_majority,0.028341133645345813,0.10530421216848673,45.2
FALSE,no_majority,0.02968270214943705,0.08418628454452405,43.2
FALSE,no_majority,0.04395604395604396,0.08648758648758649,44.9
FALSE,nh_white,0.03677709152161707,0.07916900617630544,39.7
FALSE,nh_white,0.012463343108504398,0.05498533724340176,34.9
FALSE,nh_white,0.026524685382381414,0.0590513068731849,43.4
FALSE,no_majority,0.02824858757062147,0.03551251008878128,45.6
FALSE,nh_white,0.011770557029177718,0.005636604774535809,45.9
FALSE,no_majority,0.0177633224918689,0.09006755066299725,41.1
FALSE,nh_white,0.02849336455893833,0.020686963309914128,50.2
FALSE,nh_white,0.0322295023906499,0.033292013458473525,47
FALSE,nh_white,0.04741235392320534,0.09549248747913189,39.7
FALSE,hs_latino,0.06352299298519096,0.09664848012470771,31.8
FALSE,hs_latino,0.03834728598433702,0.11072103699702944,35.8
FALSE,hs_latino,0.030878859857482184,0.101187648456057,33.4
FALSE,hs_latino,0.05541346973572037,0.10230179028132992,33.3
FALSE,hs_latino,0.013465627214741318,0.11233167965981573,35.8
FALSE,hs_latino,0.04602702083810396,0.12044882070070986,30.3
FALSE,hs_latino,0.03912895542701599,0.12657366451173868,36.2
FALSE,hs_latino,0.040268456375838924,0.08788750399488654,30.8
FALSE,hs_latino,0.031525851197982346,0.1128625472887768,27
FALSE,hs_latino,0.021716433493422425,0.10398830653581123,34.1
FALSE,hs_latino,0.05370911991491625,0.10289816538154746,29.5
FALSE,no_majority,0.029550159984942592,0.1500094108789761,34.4
FALSE,hs_latino,0.03098320022032498,0.13935554943541725,34.7
FALSE,hs_latino,0.050894690525080666,0.14843062481666178,31.6
FALSE,hs_latino,0.03547566019726376,0.1091314031180401,26.9
FALSE,hs_latino,0.04094488188976378,0.1258092738407699,31.2
FALSE,hs_latino,0.027547120073810466,0.1010939765388164,28.2
FALSE,hs_latino,0.01338432122370937,0.10057361376673041,32.9
FALSE,hs_latino,0.02431247508967716,0.08429653248306097,28.4
FALSE,hs_latino,0.07330267784690289,0.08899107384365702,28.2
FALSE,hs_latino,0.07699604743083004,0.08142292490118577,26.1
FALSE,hs_latino,0.028899010523009267,0.12721847023716035,31.2
FALSE,hs_latino,0.040316774658027354,0.0709143268538517,19.2
FALSE,no_majority,0.015121368881814564,0.0931157978511739,41.9
FALSE,nh_white,0.01814283358073561,0.05574797954807851,38.5
FALSE,no_majority,0.04512922465208748,0.0731610337972167,43.5
FALSE,nh_white,0.02262443438914027,0.02676147382029735,44.9
FALSE,nh_white,0.025129010545209784,0.042405205295041506,42.9
FALSE,nh_white,0.020905923344947737,0.051355855173458566,40.8
FALSE,no_majority,0.02868617326448652,0.041499330655957165,41.8
FALSE,no_majority,0.03524075366364271,0.11043265875785066,38.8
FALSE,nh_white,0.020199370409234,0.049842602308499476,49.2
FALSE,nh_asian,0.03641365916815019,0.011328693963424502,43.9
FALSE,nh_white,0.00576057605760576,0.010801080108010801,51.4
FALSE,nh_white,0.02443247402847249,0.031550596383224314,49.5
FALSE,nh_white,0.02553531054661524,0.035377044819789864,38.4
FALSE,nh_white,0.03899342552709136,0.022670596236681023,41.6
FALSE,hs_latino,0.04192508062515505,0.17464648970478788,41.1
FALSE,hs_latino,0.029175784099197667,0.12341356673960613,37.4
FALSE,hs_latino,0.031712962962962964,0.13402777777777777,33
FALSE,hs_latino,0.030205949656750573,0.1297482837528604,32.5
FALSE,hs_latino,0.01575757575757576,0.08921212121212121,38.4
FALSE,hs_latino,0.03425907155888912,0.11595378066085546,38.6
FALSE,no_majority,0.04172844736284685,0.07265409870790086,40.6
FALSE,hs_latino,0.03481660770806181,0.08061813442561906,36.3
FALSE,no_majority,0.026841018582243633,0.06042670337233311,33.1
FALSE,hs_latino,0.0035431997819569366,0.1531752521122922,39.8
FALSE,no_majority,0.05707718827810764,0.06914384217582839,32.3
FALSE,hs_latino,0.03292953420917932,0.1264289370414605,32.1
FALSE,no_majority,0.01310322786832854,0.07350591243208693,44
FALSE,nh_white,0.10118043844856661,0.06552637918573838,41.1
FALSE,nh_asian,0.019594685277144006,0.02174204804724198,35.8
FALSE,no_majority,0.021103896103896104,0.037632821723730815,39.8
FALSE,hs_latino,0.037191650853889945,0.0905123339658444,39.6
FALSE,hs_latino,0.011885895404120444,0.09409667194928685,36.4
FALSE,no_majority,0.020453425332676196,0.028831936914736324,45
FALSE,hs_latino,0.03501228501228501,0.12592137592137592,37.3
FALSE,hs_latino,0.04747320061255743,0.10183767228177641,35.5
FALSE,nh_white,0.011688545225678835,0.040819996403524544,45.6
FALSE,hs_latino,0.06833090379008747,0.10732507288629738,36.7
FALSE,hs_latino,0.043484825607730634,0.08545976143741507,29.1
FALSE,hs_latino,0.02705836876691148,0.06474681097796675,28.4
FALSE,nh_white,0.040862371521684634,0.0518927049385811,48.4
TRUE,hs_latino,0.030006523157208087,0.07566862361382909,39
FALSE,hs_latino,0.030636984791712587,0.141723605906987,36.9
FALSE,nh_white,0.03530188056746948,0.10953480699439129,43.5
FALSE,hs_latino,0.07716757902171993,0.1342044852551651,32.5
FALSE,hs_latino,0.04759933774834437,0.0939569536423841,32.9
FALSE,nh_white,0.05111184865582476,0.05127779621639562,39.4
FALSE,hs_latino,0.036935704514363885,0.13523548954465506,34.5
FALSE,hs_latino,0.02923052614947069,0.1320903776267973,35
FALSE,hs_latino,0.010962508221881167,0.12409559307169481,37.1
FALSE,native_am,0,1,NA
FALSE,nh_white,0.03534730785039047,0.0396629675297986,47.9
FALSE,no_majority,0.04427736006683375,0.025898078529657476,33.8
FALSE,no_majority,0.039711191335740074,0.045542904748680925,31
FALSE,no_majority,0.019883756500458857,0.0333435301315387,37.1
FALSE,hs_latino,0.027564102564102563,0.09967948717948719,40.2
FALSE,no_majority,0.012801755669348939,0.015362106803218726,32.4
FALSE,nh_white,0.031209918768704575,0.030354852501068834,41
FALSE,no_majority,0.0684533419438166,0.038101388440426216,42.1
FALSE,hs_latino,0.029843997286909337,0.08681890119828171,35.5
FALSE,nh_white,0.04363267376966007,0.0289193302891933,39.2
FALSE,nh_white,0.028578348268345845,0.05570356018406394,41.3
FALSE,nh_black,0.025622074402562207,0.09361911800936192,33.1
FALSE,hs_latino,0.05543618392780404,0.1125913192952299,29.8
FALSE,hs_latino,0.012826492537313433,0.11940298507462686,29.6
FALSE,hs_latino,0.03785488958990536,0.1120925341745531,31.5
FALSE,hs_latino,0.029804727646454265,0.09018499486125385,30.1
FALSE,hs_latino,0.06180501680889579,0.10033617791569692,33.4
FALSE,nh_white,0.0240833446083074,0.029224732783114597,39.8
TRUE,hs_latino,0.03560830860534125,0.10636840903903219,34.5
FALSE,hs_latino,0.04960053262316911,0.07290279627163782,32.8
TRUE,hs_latino,0.06373626373626373,0.08411588411588411,36.6
FALSE,nh_asian,0.025830258302583026,0.042435424354243544,44.8
FALSE,hs_latino,0.045133437990580845,0.09301412872841444,36.5
FALSE,hs_latino,0.037037037037037035,0.07153439153439153,32.1
FALSE,hs_latino,0.03607103218645949,0.12028301886792453,33.7
FALSE,hs_latino,0.055893621816542706,0.1388325445120577,37.8
FALSE,hs_latino,0.025005897617362584,0.10214673271998113,27.4
FALSE,no_majority,0.06391793253107121,0.1154073781811008,28.7
FALSE,no_majority,0.01795096322241681,0.07705779334500876,42.1
FALSE,no_majority,0.029338989042064334,0.05019441498762814,35.6
FALSE,nh_white,0.01727830929601599,0.05126374410966728,34.4
FALSE,nh_white,0.05042918454935622,0.018419170243204577,40.6
FALSE,nh_black,0.04419889502762431,0.07142857142857142,39.1
FALSE,no_majority,0.04320731200664728,0.1154964686331533,43.9
FALSE,nh_black,0.024717218265605363,0.08713866778382907,36.1
TRUE,nh_white,0.060474610870119926,0.09237050267925491,42.8
FALSE,hs_latino,0.052002940095553105,0.08563028298419699,29.2
FALSE,nh_black,0.06289207013028791,0.07559916358372205,44.4
FALSE,no_majority,0.033734939759036145,0.09026876737720112,41.7
FALSE,no_majority,0.041672092720406305,0.050657637713243914,49.1
FALSE,hs_latino,0.012388031255955785,0.09624547360396417,31.5
FALSE,hs_latino,0.03012633624878523,0.0550696469063816,47.5
FALSE,hs_latino,0.03162260238465526,0.10756868843960601,31.5
FALSE,hs_latino,0.04470463012240553,0.07929749866950506,29.7
FALSE,hs_latino,0.06869324911172522,0.1251480457954994,30.7
FALSE,hs_latino,0.03790271636133923,0.09791535060012634,32.9
FALSE,nh_white,0.030523759972251128,0.032084634061741245,45.7
FALSE,nh_white,0.02976190476190476,0.09962406015037593,45
FALSE,hs_latino,0.03303799369274666,0.13350352905841717,35.5
FALSE,nh_white,0.017708333333333333,0.05486111111111111,52.4
FALSE,no_majority,0.029765962281299706,0.04930697568734379,49.4
FALSE,no_majority,0.05260533532784842,0.0012465719272001994,20.1
FALSE,hs_latino,0.014631172525909368,0.10973379394432026,26.3
FALSE,nh_asian,0.03236053206273576,0.05578717490569784,48.2
FALSE,no_majority,0.01842993809791784,0.05951041080472707,38.4
TRUE,nh_asian,0.028275587415372363,0.025686977299880526,45.4
TRUE,nh_asian,0.016366612111292964,0.03477905073649754,50.6
FALSE,no_majority,0.012586949320967208,0.07519046041735675,38.5
FALSE,hs_latino,0.05238021876444308,0.12463410876598367,36.7
FALSE,no_majority,0.04564315352697095,0.1037344398340249,40.6
FALSE,hs_latino,0.037444933920704845,0.11160058737151249,29
FALSE,hs_latino,0.016228315612758813,0.1208729714605484,38
FALSE,hs_latino,0.026701767581797667,0.1526889808198571,33.9
TRUE,no_majority,0.057578104828298476,0.08288148721920992,40.6
TRUE,hs_latino,0.02619101377286069,0.10340934748250169,36.2
TRUE,no_majority,0.10989456609894566,0.07339821573398216,40.2
TRUE,hs_latino,0.05608365019011407,0.09862167300380228,34.8
FALSE,nh_white,0.04129942080080584,0.03701838327877109,36.9
FALSE,nh_black,0.06941870261162594,0.05543386689132266,47.8
FALSE,hs_latino,0.06442021803766106,0.1199207135777998,21.9
FALSE,no_majority,0.03298638911128903,0.09367493995196156,38.3
FALSE,nh_white,0.017483846446218167,0.10908399847966553,37.6
FALSE,hs_latino,0.026736027098959593,0.08456327123155093,25.6
FALSE,no_majority,0.022718214428058988,0.12421947655108277,34.4
FALSE,no_majority,0.020166898470097356,0.03911682892906815,33.5
FALSE,nh_white,0.018393030009680542,0.04065827686350436,41.2
FALSE,hs_latino,0.028160919540229885,0.11235632183908045,32
FALSE,no_majority,0.03676776069796427,0.0795596177814707,43.8
FALSE,hs_latino,0.02059357964869776,0.1262870987280436,42.3
FALSE,nh_white,0,0,60.6
FALSE,no_majority,0.020342612419700215,0.0728051391862955,27.7
FALSE,nh_white,0.018820577164366373,0.079297365119197,42.9
FALSE,no_majority,0.024113082039911308,0.10753880266075388,32.8
FALSE,nh_white,0.01998519615099926,0.07056501357019491,44.6
FALSE,hs_latino,0.02951115116017121,0.08537958999774724,27
FALSE,hs_latino,0.04190283400809717,0.11558704453441296,28.8
FALSE,nh_white,0.013805388554887553,0.10777109775105767,37
FALSE,hs_latino,0.04227998747259631,0.10679611650485436,36.5
FALSE,hs_latino,0.0503959683225342,0.06825053995680345,34.7
FALSE,no_majority,0.031560826319816375,0.07555470543228768,37.6
FALSE,hs_latino,0.030621656520937096,0.1444382955174322,39.3
FALSE,nh_white,0.011558538404175988,0.058165548098434,42.4
TRUE,nh_asian,0.014316837846249611,0.06816059757236227,50.4
TRUE,nh_asian,0.016551724137931035,0.029425287356321838,47.3
FALSE,nh_white,0.04260338606716625,0.05509297807382737,46.3
FALSE,nh_asian,0.033926064576509124,0.07580720636406177,38.9
FALSE,hs_latino,0.057204533189422556,0.10213167835941717,37.1
TRUE,nh_asian,0.009422850412249705,0.13992932862190813,41.1
FALSE,hs_latino,0.027530364372469637,0.12813765182186235,36.7
TRUE,hs_latino,0.0652422739412438,0.10225104921785579,31.1
TRUE,nh_asian,0.02785673678226265,0.13265112753458405,43.2
FALSE,hs_latino,0.021047557840616966,0.08097686375321336,36.3
FALSE,no_majority,0.02218430034129693,0.08805460750853242,37.2
FALSE,nh_white,0.03607277289836888,0.03983688833124216,55.3
FALSE,nh_asian,0.011365508153516718,0.01696590347553945,46.5
FALSE,hs_latino,0.05424604455925089,0.10364869228285438,33.7
FALSE,nh_white,0.03718650908042664,0.03920438166618622,54.3
FALSE,nh_white,0.032114467408585055,0.07980922098569157,41.3
FALSE,no_majority,0.03661287523859101,0.08120770432066632,44.2
FALSE,nh_white,0.037553232675183894,0.05497483546264034,41.9
FALSE,no_majority,0.06514285714285714,0.11977142857142857,39.9
TRUE,nh_white,0.04354171734371199,0.09535392848455364,38.8
FALSE,nh_white,0.032134902958956414,0.04740693604836144,35.5
FALSE,no_majority,0.04951796669588081,0.019281332164767746,21.5
FALSE,hs_latino,0.038941736028537455,0.059007134363852555,34.5
FALSE,hs_latino,0.04914322664080181,0.13579049466537343,31.6
FALSE,nh_white,0.028547786512205214,0.023582954075299957,46.6
FALSE,no_majority,0.05481983369263936,0.17616261164151525,40.7
FALSE,hs_latino,0.01944935589795403,0.12755746400606213,39.1
FALSE,hs_latino,0.020007410151908114,0.13486476472767692,36.7
TRUE,hs_latino,0.0365296803652968,0.115498254096159,25.5
FALSE,nh_white,0.02340321794246709,0.035104826913700635,49.2
FALSE,no_majority,0.019255251432208784,0.061744112030553785,38.9
FALSE,no_majority,0.022391304347826088,0.08108695652173913,44.3
TRUE,hs_latino,0.05398025624868725,0.10207939508506617,30
TRUE,hs_latino,0.026462914647782332,0.07789787551248602,31.2
FALSE,hs_latino,0.04478849875587503,0.07437102571191595,32
TRUE,no_majority,0.042468585971051374,0.0938444409098139,38.6
FALSE,hs_latino,0.03320370924319473,0.11755907867185163,34.1
FALSE,nh_white,0.022926829268292682,0.06731707317073171,39
FALSE,nh_white,0.054960046774507894,0.03059832391346716,39.6
FALSE,hs_latino,0.024124256444150696,0.05816259087904825,35.7
FALSE,nh_white,0.009159306509649984,0.06934903500163558,37.2
FALSE,nh_white,0.07097948378557246,0.04897418927862343,36.1
FALSE,hs_latino,0.02399756986634265,0.10814094775212636,32.1
FALSE,hs_latino,0.018553459119496855,0.06037735849056604,38.2
FALSE,hs_latino,0.06768493560946391,0.10182689427972447,29.2
FALSE,hs_latino,0.02792207792207792,0.11136363636363636,31.6
FALSE,hs_latino,0.054310344827586204,0.08764367816091954,29.5
FALSE,hs_latino,0.08394698085419734,0.1493793393646118,27.9
FALSE,hs_latino,0.01755485893416928,0.07920585161964472,26.1
FALSE,nh_white,0.029792238337906705,0.08911537958970338,39.5
FALSE,nh_white,0.03079392877991827,0.07267950963222417,41
FALSE,nh_white,0.04266583618810339,0.07147306135160386,44
FALSE,nh_white,0.043150506888484534,0.05172861970366519,42.8
FALSE,hs_latino,0.041737649063032366,0.1305366269165247,34.7
FALSE,nh_asian,0.018744551002615517,0.06233653007846556,39
FALSE,no_majority,0.04586867734841345,0.06424756519007226,41.6
TRUE,no_majority,0.02383766745468873,0.08431836091410559,38.8
TRUE,hs_latino,0.054778554778554776,0.12062937062937062,28.1
FALSE,hs_latino,0.05189718482252142,0.13317013463892288,36.7
FALSE,hs_latino,0.040545521562845556,0.11905639513453742,35.8
FALSE,no_majority,0.022036727879799666,0.10517529215358931,40.2
FALSE,no_majority,0.017420537897310514,0.10880195599022005,45.2
FALSE,nh_white,0.04455445544554455,0.038366336633663366,46.7
FALSE,no_majority,0.01984126984126984,0.05065359477124183,48.1
FALSE,hs_latino,0.039353891336270194,0.12540381791483113,32.6
FALSE,no_majority,0.04169787765293383,0.048189762796504367,40.5
FALSE,no_majority,0.05582575597377881,0.13216324804398394,39.6
FALSE,hs_latino,0.013262599469496022,0.07141399714344011,36
TRUE,no_majority,0.021243115656963022,0.0967741935483871,45.1
FALSE,hs_latino,0.04245671887881286,0.11005770816158285,33.2
TRUE,hs_latino,0.023997473950110516,0.06283549100094726,28
FALSE,no_majority,0.030546825895663106,0.08334380892520428,41.9
FALSE,hs_latino,0.03870226082513731,0.13092348958998595,34
FALSE,hs_latino,0.027711323763955343,0.12679425837320574,29.6
FALSE,hs_latino,0.025278491859468722,0.1049700085689803,28.7
FALSE,hs_latino,0.054162122864412944,0.08924027626317703,33.3
FALSE,no_majority,0.031408308004052685,0.07421479229989868,37.3
TRUE,nh_asian,0.021602902374670184,0.10653034300791557,37.6
FALSE,hs_latino,0.05573248407643312,0.11760691537761601,36.3
FALSE,no_majority,0.020826857320484924,0.11190550202051601,45.2
FALSE,nh_asian,0.025071633237822348,0.047039159503342885,42.7
TRUE,nh_asian,0.009984871406959153,0.12617246596066567,48.4
FALSE,hs_latino,0.02660342338626521,0.13404825737265416,40.1
FALSE,nh_asian,0.01772735330615139,0.0331501506825031,43.3
TRUE,nh_asian,0.013696498054474707,0.02894941634241245,48.8
FALSE,hs_latino,0.04373825388689561,0.1230138390568939,29.9
FALSE,hs_latino,0.01064800730149072,0.19896562214785518,39.3
FALSE,nh_white,0.023809523809523808,0.023154215814766274,50
FALSE,hs_latino,0.03338001867413632,0.1472922502334267,31.3
FALSE,no_majority,0.04217391304347826,0.03608695652173913,44
FALSE,nh_white,0.013382402141184342,0.0274339243894279,52.9
FALSE,no_majority,0.010742555597436865,0.0876366377685639,34.5
FALSE,no_majority,0.0069868995633187774,0.04104803493449782,45
FALSE,nh_white,0.02140748031496063,0.025590551181102362,46.8
FALSE,no_majority,0.04386578119538623,0.02079692415239427,41
FALSE,nh_white,0.02394736842105263,0.028421052631578948,53.4
FALSE,nh_black,0.04870817450232952,0.07157983905124947,48.7
FALSE,nh_white,0.0690766751093714,0.006216900759843426,46
FALSE,hs_latino,0.05072103431128792,0.10740924912978618,34.8
FALSE,no_majority,0.04043732215066647,0.11756776995656731,36.9
FALSE,hs_latino,0.06296296296296296,0.09730639730639731,36.7
FALSE,no_majority,0.028463375796178345,0.08339968152866242,40.6
FALSE,nh_white,0.01631504922644163,0.03150492264416315,45.9
FALSE,hs_latino,0.06545602385147038,0.0910692505759588,27
FALSE,nh_white,0.009845288326300985,0.03656821378340366,53.1
FALSE,nh_white,0.02038895859473024,0.011606022584692597,49
FALSE,nh_white,0.017206182560513268,0.01079031787693205,50.3
FALSE,hs_latino,0.030941856511390683,0.11883713022781367,34.4
FALSE,hs_latino,0,0.08695652173913043,34.8
FALSE,hs_latino,0.020787746170678335,0.1322635545830294,33.8
FALSE,hs_latino,0.026869537067011978,0.1424409193913888,33.1
FALSE,hs_latino,0.023154215814766274,0.0764525993883792,39.2
FALSE,hs_latino,0.030680111564042052,0.11692769791890152,43
FALSE,hs_latino,0.06506849315068493,0.15877957658779576,32.3
FALSE,no_majority,0.013031275060144346,0.06535685645549319,34.5
FALSE,no_majority,0.014644351464435146,0.06485355648535565,42.5
FALSE,nh_asian,0.03839662447257384,0.12658227848101267,44.6
FALSE,no_majority,0.011103853690398433,0.09187894622251253,39.9
TRUE,nh_asian,0.029349612585113878,0.05588166236205682,46.6
TRUE,nh_asian,0.046120689655172416,0.15258620689655172,47.6
TRUE,nh_asian,0.03477124183006536,0.10457516339869281,43.1
TRUE,nh_asian,0.03570605851186363,0.1501958074176457,49.8
FALSE,no_majority,0.026200873362445413,0.09287873698354047,45.2
TRUE,nh_asian,0.027364792070674424,0.06334841628959276,46.5
TRUE,nh_asian,0.018222666000998502,0.06814777833250125,43.4
TRUE,nh_asian,0.019603839085154177,0.08535838268327547,40
TRUE,nh_asian,0.030916117299386224,0.1513980450102296,37
FALSE,hs_latino,0.024741772760028827,0.12250780687004564,41.7
FALSE,hs_latino,0.02929399367755532,0.15342465753424658,33.1
FALSE,hs_latino,0.01622798337621215,0.11478329705125669,42
FALSE,hs_latino,0.02501488981536629,0.12835020845741513,34.1
FALSE,no_majority,0.053040317250495704,0.13879709187045605,36.6
FALSE,hs_latino,0.02445302445302445,0.10263835263835264,40.1
FALSE,hs_latino,0.03048045462372998,0.12209402445324609,39.5
